Poem_Index,Title,Author,URL,Content,A,B,C,Translation
230,寄李儋元锡,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_98475ddd5a1a.aspx,"去年花里逢君别，今日花开又一年。(又一年 一作：已一年)
世事茫茫难自料，春愁黯黯独成眠。
身多疾病思田里，邑有流亡愧俸钱。
闻道欲来相问讯，西楼望月几回圆。",送别·山中相送罢,初发扬子寄元大校书,金缕衣,去年那花开时节我们依依惜别，如今又是花开时节，我们分别已一年。世事渺茫自我的命运怎能预料，春愁让人心中郁郁、孤枕难眠。多病的身躯让我想归隐田园间，看着流亡的百姓愧对国家俸禄。早听说你将要来此地探望我，我到西楼眺望几度看到明月圆。
231,寄扬州韩绰判官,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_24dacc9084c8.aspx,"青山隐隐水迢迢，秋尽江南草未凋。
二十四桥明月夜，玉人何处教吹箫？",桃花溪,寄韩谏议注,白雪歌送武判官归京,青山隐隐起伏，江水遥远悠长，秋时已尽江南的草木还未凋谢。二十四桥明月映照幽幽清夜，老友你在何处，听取美人吹箫？
232,寄左省杜拾遗,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_85515020d919.aspx,"联步趋丹陛，分曹限紫微。
晓随天仗入，暮惹御香归。
白发悲花落，青云羡鸟飞。
圣朝无阙事，自觉谏书稀。",西施咏,春宿左省,寄韩谏议注,上朝时齐步同登红色台阶，分署办公又和你相隔紫微。早晨跟着天子的仪仗入朝，晚上身染御炉的香气回归。满头增白发悲叹春花凋落，遥望青云万里羡慕鸟高飞。圣明的朝代大概没有错事，规谏皇帝的奏章日见稀微。
233,寄全椒山中道士,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_bde0a1fcff27.aspx,"今朝郡斋冷，忽念山中客。
涧底束荆薪，归来煮白石。
欲持一瓢酒，远慰风雨夕。
落叶满空山，何处寻行迹。",溪居,巴山道中除夜书怀,清明日宴梅道士房,今天郡斋里很冷，忽然想起山中隐居的人。你一定在涧底打柴，回来以后煮些清苦的饭菜。想带着一瓢酒去看你，让你在风雨夜里得到些安慰。可是秋叶落满空山，什么地方能找到你的行迹？
234,寄令狐郎中,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_4107b7fe1053.aspx,"嵩云秦树久离居，双鲤迢迢一纸书。
休问梁园旧宾客，茂陵秋雨病相如。",回乡偶书,寄全椒山中道士,寄扬州韩绰判官,你在长安我在洛阳，你我长久分离；千里迢迢，你寄来一封慰问的书信。请别问我这个梁园旧客生活的甘苦；我就像茂陵秋雨中多病的司马相如。
235,寄人,张泌 〔唐代〕,https://www.gushiwen.cn/shiwenv_eb3a53d949c4.aspx,"别梦依依到谢家，小廊回合曲阑斜。
多情只有春庭月，犹为离人照落花。",月夜·更深月色半人家,佳人,送友人,别后思念深深，经常梦到你家。院中风景依旧，小廊曲阑仍在。只有天上春月最是多情，还为离人照着庭院落花。
236,宿王昌龄隐居,常建 〔唐代〕,https://www.gushiwen.cn/shiwenv_0b87829569c8.aspx,"清溪深不测，隐处唯孤云。
松际露微月，清光犹为君。
茅亭宿花影，药院滋苔纹。
余亦谢时去，西山鸾鹤群。",赠孟浩然,夜泊牛渚怀古,寻隐者不遇,清溪流向深不可测的石门山谷，隐居的地方只有孤云相伴。松林梢头透出微微月光，这清幽的月光也好像专为您送来的。茅亭夜静花影好像已恬然入梦，种有药草的院子到处都是斑斑苔痕。我也想要像他这般辞去世俗之累，与西山的鸾鹤为群去了。
237,宿桐庐江寄广陵旧游,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c0faba4ce52.aspx,"山暝听猿愁，沧江急夜流。
风鸣两岸叶，月照一孤舟。
建德非吾土，维扬忆旧游。
还将两行泪，遥寄海西头。",次北固山下,黄鹤楼送孟浩然之广陵,渡荆门送别,山色昏暗听到猿声使人生愁，桐江苍茫夜以继日向东奔流。两岸风吹树动枝叶沙沙作响，月光如水映照江畔一叶孤舟。建德风光虽好却非我的故土，我仍然怀念扬州的故交老友。相忆相思我抑不住涕泪两行，遥望海西头把愁思寄去扬州。
238,宿建德江,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_63d3ff8f6b61.aspx,"移舟泊烟渚，日暮客愁新。
野旷天低树，江清月近人。",桃源行,宿府,旅宿,把船停泊在烟雾弥漫的沙洲旁，日落时新愁又涌上了心头。原野无边无际，远处的天空比近处的树林还要低；江水清清，明月仿似更与人相亲。
239,宿府,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_a4575e93ff63.aspx,"清秋幕府井梧寒，独宿江城蜡炬残。
永夜角声悲自语，中天月色好谁看。
风尘荏苒音书绝，关塞萧条行路难。
已忍伶俜十年事，强移栖息一枝安。",独不见,旅宿,酬张少府,井畔梧桐在秋夜的风中抖动，只有蜡烛残光照着孤单的我。长夜里号角声悲壮似在自语，天空中的月色虽好谁与我共赏。光阴荏苒哪里寻觅亲人音信？关塞一片萧条寻找归路艰难。我已忍受十年的飘零生活，把家安在这里不过勉强栖身。
240,宿业师山房期丁大不至,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c7594304bb9.aspx,"夕阳度西岭，群壑倏已暝。
松月生夜凉，风泉满清听。
樵人归欲尽，烟鸟栖初定。
之子期宿来，孤琴候萝径。",谷口书斋寄杨补阙,寻西山隐者不遇,下终南山过斛斯山人宿置酒,夕阳已经落下西边的山岭，千山万壑忽然昏暗静寂。月光照进松林夜晚渐生凉意，风声泉声共鸣分外清晰。山中砍柴人已经全都归家而去，烟霭中鸟儿刚归巢安息。与丁大约定今晚来寺住宿，独自带着琴站在山路等你。
241,宫词二首·其一,张祜 〔唐代〕,https://www.gushiwen.cn/shiwenv_054c756406d6.aspx,"故国三千里，深宫二十年。
一声何满子，双泪落君前。",老将行,梦李白二首·其一,感遇十二首·其一,与故乡之隔有三千里之遥啊，我已被幽闭在这深宫里二十年了。听到这曲《何满子》，眼泪竟忍不住落在了君王面前。
242,宫词·寂寂花时闭院门,朱庆馀 〔唐代〕,https://www.gushiwen.cn/shiwenv_f076628e7095.aspx,"寂寂花时闭院门，美人相并立琼轩。
含情欲说宫中事，鹦鹉前头不敢言。",渡汉江,宫词二首·其一,宫词·十二楼中尽晓妆,百花盛开，宫院却寂寂地紧闭大门；俏丽宫女，相依相并伫立廊下赏春。满怀幽情，都想谈谈宫中忧愁的事，鹦鹉面前，谁也不敢吐露自己苦闷。
243,宫词·长乐宫连上苑春,顾况 〔唐代〕,https://www.gushiwen.cn/shiwenv_026b627c41f6.aspx,"长乐宫连上苑春，玉楼金殿艳歌新。
君门一入无由出，唯有宫莺得见人。",清平调·其三,春宫曲,宫词·十二楼中尽晓妆,长乐宫与后花园正是春意盎然，嵌玉的楼台与镶金的宫殿每日都有新的赋艳词的曲。宫女歌姬只要一进入皇帝的宫门便没有理由再出来，宫中也就只有黄莺儿能够出外见人了。
244,宫词·十二楼中尽晓妆,薛逢 〔唐代〕,https://www.gushiwen.cn/shiwenv_840afd01d58c.aspx,"十二楼中尽晓妆，望仙楼上望君王。
锁衔金兽连环冷，水滴铜龙昼漏长。
云髻罢梳还对镜，罗衣欲换更添香。
遥窥正殿帘开处，袍袴宫人扫御床。",瑶瑟怨,宫词二首·其一,宫词·寂寂花时闭院门,大清早，宫妃们在十二楼打扮梳妆；登上望仙楼台，盼望着临幸的君王。兽形门环紧锁宫门，内心十分凄怆；铜龙漏斗越滴越慢，坐待更觉日长。发髻梳理完毕，还要对镜反复端详，重换一件罗衣，注意加熏一些香料。远远看见，正殿闪动人影启开珠帘；看见短袍绣裤宫女，正在打扫御床。
245,宣州谢朓楼饯别校书叔云,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_731e2a19594e.aspx,"弃我去者，昨日之日不可留；
乱我心者，今日之日多烦忧。
长风万里送秋雁，对此可以酣高楼。
蓬莱文章建安骨，中间小谢又清发。
俱怀逸兴壮思飞，欲上青天揽明月。(揽 一作：览；明月 一作：日月)
抽刀断水水更流，举杯消愁愁更愁。(消愁 一作：销愁；更 一作：复)
人生在世不称意，明朝散发弄扁舟。",秋登兰山寄张五,无题·相见时难别亦难,送魏万之京,弃我而去的昨天，早已不可挽留。乱我心绪的今天，使人无限烦忧。万里长风吹送南归的鸿雁，面对此景，正可以登上高楼开怀畅饮。先生的文章颇具建安风骨，而我的诗风，也像谢朓那样清新秀丽。我们都满怀豪情逸兴，飞跃的神思像要腾空而上高高的青天，去摘取那皎洁的明月。拔刀断水水却更加汹涌奔流，举杯消愁愁情上却更加浓烈。人生在世不能称心如意，不如披头散发，登上长江一叶扁舟。
246,客至,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_2dfd92e6cd5b.aspx,"舍南舍北皆春水，但见群鸥日日来。
花径不曾缘客扫，蓬门今始为君开。
盘飧市远无兼味，樽酒家贫只旧醅。
肯与邻翁相对饮，隔篱呼取尽余杯。",金陵酒肆留别,客夜与故人偶集,宿业师山房期丁大不至,草堂的南北绿水缭绕、春意荡漾，只见鸥群日日结队飞来。长满花草的庭院小路不曾因为迎客而打扫，只是为了你的到来，我家草门首次打开。离集市太远盘中没好菜肴，家境贫寒只有隔年的陈酒招待。如肯与邻家老翁举杯对饮，那我就隔着篱笆将他唤来。
247,客夜与故人偶集,戴叔伦 〔唐代〕,https://www.gushiwen.cn/shiwenv_dad2bb2ce25c.aspx,"天秋月又满，城阙夜千重。
还作江南会，翻疑梦里逢。
风枝惊暗鹊，露草泣寒蛩。(泣 一作：覆)
羁旅长堪醉，相留畏晓钟。",云阳馆与韩绅宿别,没蕃故人,李端公,秋月又一次盈满，城中夜色深浓。你我在江南相会，我怀疑是梦中相逢。晚风吹动树枝，惊动了栖息的鸟鹊。秋草披满霜露，伴随着悲吟的寒虫。你我客居他乡，应该畅饮以排遣愁闷，留你长饮叙旧，只担心天晓鸣钟。
248,孤雁二首·其二,崔涂 〔唐代〕,https://www.gushiwen.cn/shiwenv_a6428227e841.aspx,"几行归塞尽，念尔独何之。
暮雨相呼失，寒塘欲下迟。
渚云低暗度，关月冷相随。
未必逢矰缴，孤飞自可疑。",送李中丞之襄州,赠别二首·其二,感遇十二首·其二,几阵齐飞的旅伴，全部回到了塞上，只有你这孤雁，不知独自飞向何方。暮雨中，你悲凄地呼唤丢失的伙伴，你想栖息，却又迟疑畏惧不下寒塘。渚上低暗，你孤独地穿越过了云层，只有关山的冷月，伴随你孤苦凄凉。虽然你未必会遭暗算，把生命葬丧，只是失群孤飞，毕竟叫人疑惧恐慌。
249,子夜吴歌·秋歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_ed5d95fe49c7.aspx,"长安一片月，万户捣衣声。
秋风吹不尽，总是玉关情。
何日平胡虏，良人罢远征。",杂诗三首·其三,夜归鹿门山歌,燕歌行·并序,秋月皎洁长安城一片光明，家家户户传来捣衣声。 砧声任凭秋风吹也吹不尽，声声总是牵系玉关的亲人。何时才能平息边境战争，夫君就可以结束漫长征途。
250,子夜吴歌·春歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_21a94dcfbfa3.aspx,"秦地罗敷女，采桑绿水边。
素手青条上，红妆白日鲜。
蚕饥妾欲去，五马莫留连。",问刘十九,夜归鹿门山歌,燕歌行·并序,秦地有位叫罗敷的女子，在绿水边上采摘桑叶。白皙的纤纤手指攀在青枝上，嫩红的面容在阳光下特别鲜亮。蚕儿已经饿了，我该赶快回去了，达官贵人莫在此耽搁您宝贵的时间了。
251,子夜吴歌·夏歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_b5dde84240ea.aspx,"镜湖三百里，菡萏发荷花。
五月西施采，人看隘若耶。
回舟不待月，归去越王家。",月下独酌·其一,夜归鹿门山歌,燕歌行·并序,镜湖之大有三百余里，到处都开满了欲放的荷花。西施五月曾在此采莲，引得来观看的人挤满了若耶溪。在回舟的时候，月亮还未出来，西施就被越王带邀而去了。
252,子夜吴歌·冬歌,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_fdc3a79d25a8.aspx,"明朝驿使发，一夜絮征袍。
素手抽针冷，那堪把剪刀。
裁缝寄远道，几日到临洮。",哥舒歌,夜归鹿门山歌,燕歌行·并序,明晨驿使就要出发，思妇们连夜为远征的丈夫赶制棉衣。纤纤素手连抽针都冷得不行，更不说用那冰冷的剪刀来裁衣服了。妾将裁制好的衣物寄向远方，几时才能到达边关临洮？
253,嫦娥,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_caef25db347c.aspx,"云母屏风烛影深，长河渐落晓星沉。
嫦娥应悔偷灵药，碧海青天夜夜心。",瑶瑟怨,庐山谣寄卢侍御虚舟,听董大弹胡笳声兼寄语弄房给事,室内烛光越来越黯淡，云母屏风上笼罩着一层深深的暗影，银河渐渐斜落，晨星也隐没低沉。嫦娥应该后悔偷取了长生不老之药，如今只能空对碧海青天夜夜孤寂。
254,奉济驿重送严公四韵,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_1564812c1366.aspx,"远送从此别，青山空复情。
几时杯重把，昨夜月同行。
列郡讴歌惜，三朝出入荣。
江村独归处，寂寞养残生。",饯别王十一南游,轮台歌奉送封大夫出师西征,题大庾岭北驿,远送你从这里就要分别了，青山空自惆怅，倍增离情。什么时候能够再举杯共饮，昨天夜里我们还在月色中同行。各郡的百姓都讴歌你，不忍心你离去，你在三朝为官，多么光荣。送走你我独自回到江村，寂寞地度过剩下的岁月。
255,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_96eec499eca2.aspx,"渭水自萦秦塞曲，黄山旧绕汉宫斜。
銮舆迥出千门柳，阁道回看上苑花。
云里帝城双凤阙，雨中春树万人家。
为乘阳气行时令，不是宸游玩物华。(玩 一作：重)",凉州词二首·其一,和晋陵陆丞早春游望,送魏万之京,渭水萦绕着秦关曲折地东流，黄麓山环抱着汉宫长年依旧。皇辇远出千重宫门夹道杨柳，阁道回看上林百花恰似锦绣。帝城高耸入云的是凤阁凤楼，春雨润泽千家树木美不胜收。为了把住春光时令出巡民忧，不是因为玩赏春光驾车逛游！
256,奉和中书舍人贾至早朝大明宫,岑参 〔唐代〕,https://www.gushiwen.cn/shiwenv_e434c47819cc.aspx,"鸡鸣紫陌曙光寒，莺啭皇州春色阑。
金阙晓钟开万户，玉阶仙仗拥千官。
花迎剑佩星初落，柳拂旌旗露未干。
独有凤凰池上客，阳春一曲和皆难。",赠阙下裴舍人,和晋陵陆丞早春游望,奉和圣制从蓬莱向兴庆阁道中留春雨中春望之作应制,"雄鸡啼鸣京城曙色光寒，莺啼婉转皇宫春色正阑。
宫殿报晓钟声催开万户，玉石台阶仪仗拥簇千官。
花迎朝臣佩剑繁星初落，柳拂旌旗仙人盛露未干。
只有凤凰池上舍人诸客，阳春高雅一曲和歌皆难。"
257,天末怀李白,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_38418ed36981.aspx,"凉风起天末，君子意如何。
鸿雁几时到，江湖秋水多。
文章憎命达，魑魅喜人过。
应共冤魂语，投诗赠汨罗。",遣怀,梦李白二首·其二,梦李白二首·其一,从天边吹来阵阵凉风，你现在的心境怎么样呢？不知道我的书信你何时才能收到？只恐江湖险恶，秋水多风浪。创作诗文最忌讳坦荡的命途，奸佞小人最希望好人犯错误。你与沉冤的屈子同命运，应投诗于汨罗江诉说冤屈与不平。
258,夜雨寄北,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_e46c43d13b97.aspx,"君问归期未有期，巴山夜雨涨秋池。
何当共剪西窗烛，却话巴山夜雨时。",送梓州李使君,秋夜寄邱员外,北青萝,你问我回家的日期，我还没有确定日期，此刻巴山的夜雨淅淅沥沥，雨水已涨满秋池。什么时候我们才能一起秉烛长谈，相互倾诉今宵巴山夜雨中的思念之情。
259,夜泊牛渚怀古,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_bec0f7d48ce7.aspx,"牛渚西江夜，青天无片云。
登舟望秋月，空忆谢将军。
余亦能高咏，斯人不可闻。
明朝挂帆席，枫叶落纷纷。(席 一作：去)",燕歌行·并序,枫桥夜泊,古从军行,秋夜行舟停泊在西江牛渚山，晴朗的夜空中没有一丝游云。我登上小船仰望明朗的秋月，徒然地怀想起东晋谢尚将军。我也能够朗吟袁宏的咏史诗，可惜没有那识贤的将军倾听。明早我将挂起船帆离开牛渚，这里只有满天枫叶飘落纷纷。
260,夜归鹿门山歌,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_55c0a0ea874e.aspx,"山寺钟鸣昼已昏，渔梁渡头争渡喧。
人随沙岸向江村，余亦乘舟归鹿门。
鹿门月照开烟树，忽到庞公栖隐处。
岩扉松径长寂寥，惟有幽人自来去。",宿桐庐江寄广陵旧游,归嵩山作,岁暮归南山,黄昏时山寺的钟声在山谷中回响，渔梁渡口处人们争着过河，喧闹不已。人们沿着沙岸向江村走过去，我也乘坐一叶小舟返回鹿门。鹿门山在月光映照下山树渐渐显现出来，好似忽然来到了庞公隐居之地。相对的山岩和松间小路幽幽静静，只有隐居的人在此来来去去。
261,夜上受降城闻笛,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_d89eb1125b6d.aspx,"回乐烽前沙似雪，受降城外月如霜。(回乐烽 一作：回乐峰)
不知何处吹芦管，一夜征人尽望乡。",望蓟门,静夜思,阁夜,回乐烽前的沙地洁白似雪，受降城外的月色犹如深秋白霜。不知何处吹起凄凉的芦管，惹得出征的将士一夜都在思念家乡。
262,夕次盱眙县,韦应物 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a4af1036d85.aspx,"落帆逗淮镇，停舫临孤驿。
浩浩风起波，冥冥日沉夕。
人归山郭暗，雁下芦洲白。
独夜忆秦关，听钟未眠客。",赋得暮雨送李胄,晚次鄂州,次北固山下,卸帆留宿淮水岸边的小镇，小舫停靠着孤零零的旅驿。大风突起江上的波浪浩荡，太阳沉落大地的夜色苍黑。山昏城暗人们都回家安憩，月照芦洲雁群也落下栖息。夜晚孤独我不禁想起长安，听到岸上钟声我怎能入睡？​
263,夏日南亭怀辛大,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_9306064f2630.aspx,"山光忽西落，池月渐东上。
散发乘夕凉，开轩卧闲敞。
荷风送香气，竹露滴清响。
欲取鸣琴弹，恨无知音赏。
感此怀故人，中宵劳梦想。(中 一作：终)",宣州谢朓楼饯别校书叔云,子夜吴歌·夏歌,留别王侍御维,傍山的日影忽然西落了，池塘上的月亮从东面慢慢升起。披散着头发在夜晚乘凉，打开窗户躺卧在幽静宽敞的地方。一阵阵的晚风送来荷花的香气，露水从竹叶上滴下发出清脆的响声。正想拿琴来弹奏，可惜没有知音来欣赏。感慨良宵，怀念起老朋友来，整夜在梦中也苦苦地想念。
264,塞下曲·饮马渡秋水,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_a62c96a4c183.aspx,"饮马渡秋水，水寒风似刀。
平沙日未没，黯黯见临洮。
昔日长城战，咸言意气高。
黄尘足今古，白骨乱蓬蒿。",哥舒歌,塞下曲·蝉鸣空桑林,塞下曲·月黑雁飞高,牵马饮水渡过了那大河，水寒刺骨秋风如剑如刀。沙场广袤夕阳尚未下落，昏暗中看见遥远的临洮。当年长城曾经一次鏖战，都说戍边战士的意气高。自古以来这里黄尘迷漫，遍地白骨零乱夹着野草。
265,塞下曲·蝉鸣空桑林,王昌龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_f9e0d2f2e6ca.aspx,"蝉鸣空桑林，八月萧关道。
出塞入塞寒，处处黄芦草。
从来幽并客，皆共尘沙老。(尘沙 一作：沙尘)
莫学游侠儿，矜夸紫骝好。",秋登兰山寄张五,塞下曲·饮马渡秋水,塞下曲·月黑雁飞高,知了在枯秃的桑林鸣叫，八月的萧关道气爽秋高。出塞后再入塞气候变冷，关内关外尽是黄黄芦草。自古来河北山西的豪杰，都与尘土黄沙伴随到老。莫学那自恃勇武游侠儿，自鸣不凡地把骏马夸耀。
266,塞下曲·月黑雁飞高,卢纶 〔唐代〕,https://www.gushiwen.cn/shiwenv_9a9463173105.aspx,"月黑雁飞高，单于夜遁逃。
欲将轻骑逐，大雪满弓刀。",哥舒歌,塞下曲·饮马渡秋水,轮台歌奉送封大夫出师西征,没有月光的夜晚，天边大雁惊飞，单于的军队想要趁着夜色悄悄潜逃。正想要带领轻骑兵一路追赶，大雪纷纷扬扬落满了身上的弓刀。
267,在狱咏蝉,骆宾王 〔唐代〕,https://www.gushiwen.cn/shiwenv_cecffc2a400d.aspx,"西陆蝉声唱，南冠客思深。(客思深 一作：客思侵)
那堪玄鬓影，来对白头吟。(那堪 一作：不堪)
露重飞难进，风多响易沉。
无人信高洁，谁为表予心？",李端公,题破山寺后禅院,没蕃故人,深秋季节寒蝉叫个不停，蝉声把我这囚徒的愁绪带到远方。怎堪忍受正当玄鬓盛年的好时光，独自吟诵白头吟这么哀怨的诗行。秋露浓重，蝉儿纵使展开双翼也难以高飞，寒风瑟瑟，轻易地把它的鸣唱淹没。有谁能相信秋蝉是这样的清廉高洁呢？又有谁能为我这个无辜而清正的人申冤昭雪呢？
268,回乡偶书,贺知章 〔唐代〕,https://www.gushiwen.cn/shiwenv_f459f8ed8d23.aspx,"少小离家老大回，乡音无改鬓毛衰。
儿童相见不相识，笑问客从何处来。",春思·燕草如碧丝,书边事,旅夜书怀,年少时离乡老年才归家，我的乡音虽未改变，但鬓角的毛发却已经疏落。家乡的儿童们看见我，没有一个认识我。他们笑着询问我：你是从哪里来的呀？
269,喜见外弟又言别,李益 〔唐代〕,https://www.gushiwen.cn/shiwenv_97ae866bedf5.aspx,"十年离乱后，长大一相逢。
问姓惊初见，称名忆旧容。
别来沧海事，语罢暮天钟。
明日巴陵道，秋山又几重。",赋得古原草送别,淮上喜会梁州故人,独不见,经过了近十年的战乱流离，竟然在长大成人后意外相逢。初见不相识还惊问姓名，说出姓名后才想起旧时的面容。别离后世事变化巨大，谈话停止时已至黄昏，远处传来阵阵寺院的鸣钟声。明日你又要登上巴陵古道，前方的秋山又不知道会有多少重？
270,喜外弟卢纶见宿,司空曙 〔唐代〕,https://www.gushiwen.cn/shiwenv_7661425bdf0a.aspx,"静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。",灞上秋居,月夜忆舍弟,独不见,静静的深夜四周没有相邻，居住在荒野因为家中清贫。树上黄叶在雨中纷纷飘零，犹如灯下白发老人的命运。自惭这样长久地孤独沉沦，辜负你频繁地来把我慰问。我们是诗友生来就有缘分，更何况你我两家还是表亲。
271,哥舒歌,西鄙人 〔唐代〕,https://www.gushiwen.cn/shiwenv_94eb5d41fec6.aspx,"北斗七星高，哥舒夜带刀。
至今窥牧马，不敢过临洮。",子夜吴歌·冬歌,琴歌,塞下曲·月黑雁飞高,黑夜里北斗七星挂得高高，哥舒翰勇猛守边夜带宝刀。吐蕃族至今牧马只敢远望，他们再不敢南来越过临洮。
272,哀王孙,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_c7b4689c87e3.aspx,"长安城头头白乌，夜飞延秋门上呼。
又向人家啄大屋，屋底达官走避胡。
金鞭断折九马死，骨肉不得同驰驱。
腰下宝玦青珊瑚，可怜王孙泣路隅。
问之不肯道姓名，但道困苦乞为奴。
已经百日窜荆棘，身上无有完肌肤。
高帝子孙尽隆准，龙种自与常人殊。
豺狼在邑龙在野，王孙善保千金躯。
不敢长语临交衢，且为王孙立斯须。
昨夜东风吹血腥，东来橐驼满旧都。
朔方健儿好身手，昔何勇锐今何愚。
窃闻天子已传位，圣德北服南单于。
花门剺面请雪耻，慎勿出口他人狙。
哀哉王孙慎勿疏，五陵佳气无时无。",洛阳女儿行,哀江头,将进酒,"长安城头，伫立着一只白头乌鸦，
夜暮了，还飞进延秋门上叫哇哇。
这怪物，又向大官邸宅啄个不停，
吓得达官们，为避胡人逃离了家。
玄宗出奔，折断金鞭又累死九马，
皇亲国戚，来不及和他一同驱驾。
有个少年，腰间佩带玉块和珊瑚，
可怜呵，他在路旁哭得嗓子嘶哑。
千问万问，总不肯说出自己姓名，
只说生活困苦，求人收他做奴伢！
已经有一百多天，逃窜荆棘丛下，
身上无完肤，遍体是裂痕和伤疤。
凡是高帝子孙，大都是鼻梁高直，
龙种与布衣相比，自然来得高雅。
豺狼在城称帝，龙种却流落荒野，
王孙呵，你一定要珍重自己身架。
在十字路口，不敢与你长时交谈，
只能站立片刻，交待你重要的话。
昨天夜里，东风吹来阵阵血腥味，
长安东边，来了很多骆驼和车马。
北方军队，一贯是交战的好身手，
往日勇猛，如今何以就流水落花。
私下听说，皇上已把皇位传太子，
南单于派使拜服，圣德安定天下。
他们个个割面，请求雪耻上前线，
你要守口如瓶，以防暗探的缉拿。
多可怜呵王孙，你万万不要疏忽，
五陵之气葱郁，大唐中兴有望呀！"
273,哀江头,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_5be82977acf5.aspx,"少陵野老吞声哭，春日潜行曲江曲。
江头宫殿锁千门，细柳新蒲为谁绿？
忆昔霓旌下南苑，苑中万物生颜色。
昭阳殿里第一人，同辇随君侍君侧。
辇前才人带弓箭，白马嚼啮黄金勒。
翻身向天仰射云，一笑正坠双飞翼。(一笑 一作：一箭)
明眸皓齿今何在？血污游魂归不得。
清渭东流剑阁深，去住彼此无消息。
人生有情泪沾臆，江水江花岂终极！
黄昏胡骑尘满城，欲往城南望城北。",长恨歌,哀王孙,琵琶行,祖居少陵的野老（杜甫自称）无声地痛哭，春天偷偷地来到了曲江边。江岸的宫殿千门闭锁，细细的柳丝和新生的水蒲为谁而绿？回忆当初皇帝的彩旗仪仗下了南苑，苑里的万物都生出光辉。昭阳殿里的第一美人也同车出游，随侍在皇帝身旁。车前的宫中女官带着弓箭，白马套着带嚼子的黄金马勒。翻身朝天上的云层射去，一笑之间双飞的一对鸟儿便坠落在地。杨贵妃明亮的眼睛和洁白的牙齿在哪里呢？鲜血玷污了她的游魂，再也不能归来！清清的渭水向东流去，而玄宗所在的剑阁是那么深远。走的和留下的彼此没有消息。人生有情，泪水沾湿了胸臆，江水的流淌和江花的开放哪里会有尽头呢？黄昏时，胡骑扬起满城的尘土，准备到城南却跑到了城北。
274,咏怀古迹五首·其四,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_66eebf9f4ab8.aspx,"蜀主窥吴幸三峡，崩年亦在永安宫。(窥 一作：征)
翠华想像空山里，玉殿虚无野寺中。
古庙杉松巢水鹤，岁时伏腊走村翁。
武侯祠屋常邻近，一体君臣祭祀同。",登金陵凤凰台,楚江怀古三首·其一,感遇十二首·其四,刘备出兵伐吴就驻扎在三峡，无奈战败归来去世在永安宫。昔日翠旗飘扬空山浩浩荡荡，永安宫湮灭在这荒郊野庙中。古庙里杉松树上水鹤做了巢，每逢节令仍举行隆重的祭祀。丞相的祠庙就在先王庙临近，君臣共同享受着礼仪和祭礼。
275,咏怀古迹五首·其五,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_70e98eb5d973.aspx,"诸葛大名垂宇宙，宗臣遗像肃清高。
三分割据纡筹策，万古云霄一羽毛。
伯仲之间见伊吕，指挥若定失萧曹。
运移汉祚终难复，志决身歼军务劳。",八阵图,楚江怀古三首·其一,遣悲怀三首·其三,诸葛亮大名垂宇宙且万古流芳，他的清风亮节令人无比敬仰。三分天下是他苦心筹划的结果，他犹如展翅高翔在云霄的鸾凤。才华超绝与伊尹吕尚难分高下，指挥千军万马非曹参萧何能比。汉朝的气运已经衰落难以恢复，他意志坚决终因军务繁忙身死。
